customer_id,age,gender,income,occupation,city,tenure_years
1169,22,Male,350000,Retired,North Justinville,7
1170,24,Female,1800000,Student,South Heatherborough,7
1171,35,Male,200000,Student,East Shelleyberg,19
1172,49,Male,200000,Salaried,North Ashleystad,18
1173,30,Male,1200000,Student,Meyerburgh,8
1174,46,Male,500000,Self-Employed,Ericland,10
1175,37,Male,200000,Self-Employed,Andersontown,5
1176,48,Male,500000,Student,Hendersonshire,5
1177,38,Female,800000,Retired,Mooreland,9
1178,47,Male,500000,Retired,Wilsonport,7
1179,23,Male,350000,Self-Employed,Kevinberg,3
1180,36,Female,500000,Retired,Lake Michelle,10
1181,58,Male,1800000,Self-Employed,Bentleyton,11
1182,59,Female,350000,Retired,East Stephanieport,15
1183,58,Female,200000,Salaried,Michaelfurt,9
1184,40,Male,500000,Self-Employed,New Christopherville,3
1185,22,Female,350000,Salaried,Mariaport,2
1186,42,Male,1800000,Self-Employed,West Peter,15
1187,47,Female,800000,Student,West Sharon,1
1188,52,Male,500000,Retired,Lake Patrickland,9
1189,56,Male,350000,Student,Lake Sarahport,2
1190,49,Female,350000,Student,Hodgesview,19
1191,46,Female,500000,Retired,West Donnabury,15
1192,42,Male,1200000,Student,South Joshua,4
1193,54,Female,350000,Retired,Tylerside,13
1194,48,Male,500000,Student,Melvinside,13
1195,24,Male,1200000,Self-Employed,East Angelaside,9
1196,56,Female,1200000,Salaried,Baileyside,10
1197,56,Male,800000,Student,Marquezfort,14
1198,62,Male,800000,Self-Employed,Port Joseph,6
1199,58,Female,200000,Self-Employed,Robinsonside,18
1200,47,Female,500000,Retired,Lake Donnachester,3
1201,41,Male,1200000,Retired,Dunlaphaven,15
1202,35,Female,800000,Self-Employed,Smithville,9
1203,47,Female,200000,Self-Employed,East Nancyside,17
1204,63,Male,500000,Retired,Brianshire,10
1205,40,Female,350000,Self-Employed,Kristenport,7
1206,43,Male,200000,Student,Castroport,15
1207,53,Female,350000,Salaried,Lisaborough,5
1208,63,Female,350000,Salaried,West Kyleview,8
1209,31,Female,500000,Self-Employed,West Russell,3
1210,53,Male,800000,Retired,East Ariel,18
1211,50,Female,1800000,Retired,North Jeremytown,10
1212,38,Female,800000,Retired,Daniellestad,19
1213,56,Female,1200000,Retired,Powersville,13
1214,23,Male,500000,Salaried,South John,1
1215,47,Male,500000,Self-Employed,Gloriaborough,19
1216,62,Female,500000,Salaried,Wilsonbury,6
1217,63,Female,500000,Self-Employed,Lake Amanda,17
1218,48,Female,1200000,Self-Employed,Lewiston,5
1219,29,Female,200000,Retired,New Lance,2
1220,63,Male,500000,Salaried,West Jenniferville,6
1221,60,Female,500000,Student,Port Kelly,11
1222,57,Male,800000,Retired,South Davidton,18
1223,54,Male,500000,Retired,Port Patriciaville,11
1224,33,Male,350000,Self-Employed,Conniefort,7
1225,63,Female,500000,Salaried,Sarahland,4
1226,48,Female,200000,Student,Andersontown,3
1227,34,Female,200000,Salaried,South Nicholasshire,1
1228,58,Female,350000,Salaried,Lake Christianfurt,16
1229,49,Male,200000,Self-Employed,Lake William,10
1230,48,Female,800000,Retired,Riggsview,7
1231,23,Male,800000,Self-Employed,New Nicole,19
1232,55,Male,800000,Self-Employed,Lake Jay,1
1233,24,Male,1200000,Student,Moraside,10
1234,43,Female,350000,Self-Employed,Lake Robert,13
1235,52,Female,800000,Student,South Joshua,5
1236,56,Female,500000,Student,Robertville,17
1237,62,Male,350000,Self-Employed,Lake Ashleyville,16
1238,53,Female,350000,Salaried,Duncanfort,9
1239,26,Female,500000,Self-Employed,East Alexandria,3
1240,59,Male,350000,Self-Employed,Acostaburgh,5
1241,62,Male,1200000,Student,Lake Candiceborough,12
1242,43,Male,500000,Retired,Harrisonland,9
1243,49,Female,500000,Self-Employed,South Robert,13
1244,52,Female,800000,Retired,Armstrongbury,15
1245,43,Female,500000,Retired,West Monicaview,8
1246,41,Male,800000,Salaried,East Alexisberg,6
1247,64,Female,500000,Student,Katelynbury,1
1248,50,Female,200000,Retired,East Amy,11
1249,52,Female,1200000,Student,Garnerview,14
1250,30,Male,500000,Salaried,Lake Alexis,19
1251,56,Female,200000,Student,Lake Jessica,10
1252,48,Male,350000,Retired,Greenland,7
1253,39,Male,350000,Retired,Davidburgh,8
1254,63,Male,500000,Retired,Port Nathan,15
1255,53,Female,500000,Student,Kaylashire,19
1256,23,Female,800000,Student,Josemouth,15
1257,62,Male,350000,Retired,Port Jasonton,18
1258,54,Female,500000,Salaried,Gallagherburgh,1
1259,54,Male,200000,Salaried,Port Donaldmouth,15
1260,33,Female,800000,Salaried,Port Brianhaven,7
1261,44,Male,800000,Self-Employed,Angelaside,7
1262,33,Female,350000,Retired,New Dana,17
1263,23,Male,350000,Retired,Walshfort,17
1264,59,Male,500000,Self-Employed,Rollinsville,17
1265,37,Female,1200000,Self-Employed,Darrellview,3
1266,35,Female,1200000,Salaried,South Courtney,11
1267,52,Female,800000,Student,West Tara,16
1268,45,Male,800000,Student,Port Joseph,9
1269,21,Male,500000,Salaried,New Aliciamouth,16
1270,61,Female,500000,Student,Michaelport,19
1271,61,Male,500000,Retired,Ashleymouth,19
1272,39,Male,1200000,Salaried,Garrettshire,13
1273,35,Male,500000,Self-Employed,Scottfurt,14
1274,50,Female,500000,Salaried,Lake Kristopherfort,18
1275,22,Male,200000,Self-Employed,Brianmouth,6
1276,32,Female,350000,Salaried,Juliafort,8
1277,56,Male,800000,Student,North Lisa,17
1278,38,Male,350000,Retired,Bethbury,13
1279,35,Male,350000,Retired,East Steven,10
1280,49,Male,500000,Self-Employed,Dillonfort,3
1281,34,Female,350000,Salaried,Coleport,4
1282,31,Male,800000,Salaried,Hernandezton,11
1283,52,Female,200000,Student,Nguyenland,11
1284,22,Female,800000,Self-Employed,Fisherhaven,17
1285,29,Female,200000,Self-Employed,West Lauraview,2
1286,35,Male,200000,Salaried,Rachelborough,4
1287,28,Male,500000,Self-Employed,Thomastown,5
1288,59,Female,800000,Student,Nicoleville,17
1289,55,Male,800000,Self-Employed,Victoriaport,12
1290,49,Female,350000,Retired,Nguyentown,9
1291,48,Male,350000,Salaried,New Sarahchester,17
1292,36,Male,800000,Self-Employed,New Tyler,3
1293,41,Male,800000,Retired,Campbellton,4
1294,62,Female,500000,Retired,Antoniomouth,10
1295,32,Female,500000,Self-Employed,Shelbyberg,13
1296,31,Male,350000,Student,Browntown,8
1297,60,Male,350000,Self-Employed,East Manuelburgh,8
1298,22,Female,500000,Salaried,Josephstad,12
1299,30,Female,500000,Self-Employed,Denisefort,15
1300,36,Male,200000,Retired,North Melissa,2
1301,32,Female,500000,Salaried,West James,18
1302,52,Male,500000,Retired,Riversmouth,6
1303,23,Female,1200000,Salaried,New Kylefurt,1
1304,50,Male,350000,Retired,Michelletown,14
1305,33,Male,800000,Salaried,Karenton,7
1306,42,Female,200000,Student,Lake Holly,15
1307,35,Male,800000,Retired,North Maria,6
1308,44,Female,200000,Student,New Jamie,5
1309,40,Male,350000,Retired,South Karen,8
1310,21,Male,500000,Salaried,Port Arthurstad,6
1311,41,Male,1200000,Salaried,West Edward,15
1312,25,Female,500000,Self-Employed,Thomasberg,14
1313,26,Male,500000,Salaried,West James,14
1314,60,Female,800000,Student,New Sean,7
1315,60,Female,800000,Retired,Lake Waltershire,18
1316,22,Female,800000,Salaried,Johnnyhaven,1
1317,58,Male,200000,Student,Danielton,12
1318,63,Male,1200000,Student,New Vickiebury,10
1319,23,Male,1800000,Self-Employed,Curryton,3
1320,51,Male,200000,Student,Brendaberg,13
1321,55,Female,200000,Salaried,Port Codyton,19
1322,31,Female,200000,Retired,Christiantown,16
1323,55,Male,200000,Salaried,Cookbury,14
1324,44,Male,500000,Salaried,South Jeremiah,4
1325,52,Female,200000,Salaried,East Danielberg,11
1326,55,Female,1200000,Salaried,South Danielshire,5
1327,41,Female,500000,Self-Employed,North Darrellport,19
1328,45,Male,200000,Salaried,New Georgeberg,19
1329,63,Male,800000,Salaried,Jonathanbury,11
1330,45,Male,350000,Retired,Latoyamouth,19
1331,43,Female,1200000,Student,Lake Tonya,14
1332,54,Male,350000,Student,Anthonyview,5
1333,25,Male,1800000,Student,Brownport,12
1334,24,Male,1200000,Salaried,Meganville,10
1335,40,Female,1200000,Retired,Ericfurt,14
1336,31,Female,1200000,Salaried,Matthewhaven,18
1337,47,Female,800000,Salaried,Barbarafurt,18
1338,43,Female,1200000,Retired,East Timothy,12
1339,25,Female,200000,Salaried,Lake Derek,9
1340,30,Female,500000,Self-Employed,Erinmouth,1
1341,27,Female,500000,Self-Employed,East Andrewview,15
1342,60,Female,800000,Salaried,Williamville,18
1343,37,Male,800000,Self-Employed,Evansville,14
1344,40,Male,800000,Salaried,Devinton,1
1345,63,Male,500000,Self-Employed,Marchaven,8
1346,40,Male,1800000,Retired,North William,3
1347,48,Female,500000,Retired,Nicoleborough,13
1348,33,Male,500000,Self-Employed,North Phillip,17
1349,58,Male,500000,Retired,Lake Jill,11
1350,28,Male,200000,Student,Arielshire,11
1351,42,Male,800000,Retired,Dicksonborough,8
1352,46,Female,200000,Student,New Reneestad,16
1353,63,Male,350000,Student,North Kendra,13
1354,47,Male,800000,Salaried,Meyerport,9
1355,55,Male,350000,Self-Employed,Wesleyhaven,5
1356,62,Male,800000,Retired,East Elizabethborough,8
1357,35,Male,800000,Retired,West Donald,14
1358,40,Female,350000,Student,South Ryan,12
1359,37,Female,1200000,Salaried,Meyermouth,19
1360,31,Female,800000,Salaried,West Deborah,7
1361,64,Female,350000,Self-Employed,North Melissa,18
1362,58,Female,1200000,Student,Port Curtisport,15
1363,57,Male,500000,Retired,Cabreramouth,5
1364,60,Female,200000,Retired,Porterview,12
1365,43,Male,800000,Self-Employed,Grossfort,14
1366,28,Male,350000,Salaried,Holmeschester,10
1367,59,Female,350000,Salaried,Port Wendyberg,4
1368,33,Male,200000,Student,Cheyennemouth,5
1369,46,Male,800000,Student,West Mindyside,18
1370,58,Male,1200000,Retired,West David,2
1371,51,Female,350000,Salaried,New Jameshaven,14
1372,52,Male,350000,Self-Employed,Luisview,6
1373,30,Female,500000,Retired,Ayalaberg,14
1374,44,Male,500000,Self-Employed,East Anthonybury,16
1375,43,Female,200000,Salaried,South Michelle,10
1376,62,Male,350000,Self-Employed,Port James,2
1377,29,Female,350000,Student,New Timothyside,16
1378,38,Female,800000,Salaried,New Garrettchester,8
1379,37,Male,1200000,Self-Employed,Ellisstad,15
1380,35,Female,500000,Salaried,Port Davidfurt,7
1381,33,Male,1800000,Retired,Lake Raymond,9
1382,60,Male,350000,Self-Employed,South Laura,18
1383,33,Female,800000,Student,New Tamarafurt,12
1384,64,Female,800000,Retired,Ramirezchester,7
1385,55,Female,800000,Student,Port Jamie,16
1386,59,Female,500000,Student,Morriston,8
1387,33,Male,1200000,Salaried,North Andrea,17
1388,57,Male,500000,Self-Employed,Jacobstown,13
1389,46,Male,1200000,Self-Employed,East Victoriaville,4
1390,59,Male,1200000,Self-Employed,South Steven,13
1391,52,Female,350000,Retired,North Richard,6
1392,48,Female,350000,Retired,Brandihaven,3
1393,48,Male,500000,Student,South Jennifershire,2
1394,36,Male,350000,Retired,Susanbury,6
1395,28,Female,500000,Retired,New Amber,6
1396,34,Female,350000,Salaried,Lake Linda,10
1397,23,Male,1200000,Self-Employed,Lake Lauren,12
1398,51,Female,500000,Salaried,Lake Brandonfort,5
1399,45,Male,200000,Student,Gregorymouth,7
1400,42,Male,800000,Salaried,New Carolynbury,13
1401,62,Male,800000,Student,East Nancyborough,13
1402,37,Female,350000,Salaried,Woodchester,1
1403,21,Female,350000,Student,Shannonton,17
1404,44,Male,500000,Salaried,Donnaport,18
1405,47,Female,200000,Retired,Josetown,14
1406,28,Male,350000,Salaried,South Seanport,15
1407,33,Female,500000,Salaried,Port Tommy,17
1408,48,Male,800000,Salaried,Frankfurt,16
1409,22,Male,800000,Salaried,South Toddfort,17
1410,50,Male,1800000,Self-Employed,West Luis,18
1411,49,Male,800000,Retired,Lynchshire,18
1412,33,Female,800000,Salaried,Leslieton,16
1413,37,Female,500000,Salaried,Lake Ronald,15
1414,29,Male,500000,Salaried,West Reginaborough,12
1415,51,Male,200000,Retired,Alexanderbury,1
1416,29,Male,800000,Salaried,Ortizside,1
1417,64,Female,200000,Salaried,North Deborahton,2
1418,36,Male,350000,Retired,East Nancy,15
1419,32,Male,800000,Self-Employed,Wyattburgh,14
1420,28,Female,350000,Retired,Tamaraview,12
1421,21,Female,500000,Salaried,East Carlamouth,10
1422,31,Female,500000,Retired,East Kimberlyburgh,17
1423,53,Male,350000,Student,Ronaldborough,8
1424,43,Male,1200000,Self-Employed,Lake Andrewland,18
1425,58,Female,200000,Student,Port Carl,19
1426,28,Female,800000,Self-Employed,Port Matthewview,3
1427,31,Male,350000,Self-Employed,Longmouth,19
1428,22,Female,800000,Retired,West Samuelfort,19
1429,59,Female,350000,Retired,East Gina,17
1430,26,Male,800000,Salaried,Hallport,6
1431,48,Female,800000,Retired,North Maureenfort,5
1432,24,Male,350000,Retired,Nicholsburgh,17
1433,63,Male,350000,Self-Employed,West Mary,13
1434,52,Male,500000,Retired,East Jeffreyfort,4
1435,39,Female,350000,Retired,Dunntown,3
1436,60,Female,350000,Student,Jeanside,1
1437,62,Female,350000,Retired,South Paulborough,8
1438,53,Female,1200000,Self-Employed,North Ashleyfurt,8
1439,44,Male,350000,Student,West Christopher,4
1440,58,Male,200000,Salaried,New Christophermouth,9
1441,36,Female,800000,Salaried,Port Destinystad,14
1442,45,Female,1200000,Student,Michaelchester,3
1443,44,Male,500000,Self-Employed,Austinmouth,10
1444,29,Male,800000,Self-Employed,West Derricktown,8
1445,30,Male,350000,Student,North Jamesmouth,5
1446,23,Male,800000,Self-Employed,South Charlesview,16
1447,35,Female,500000,Student,Latoyaview,9
1448,64,Male,500000,Self-Employed,Osbornfort,2
1449,43,Male,1200000,Student,West Cassandra,12
1450,43,Female,350000,Salaried,Port Cindy,16
1451,21,Female,500000,Self-Employed,South John,2
1452,50,Male,1200000,Retired,West Devin,17
1453,42,Female,350000,Self-Employed,Lake Jennifer,1
1454,58,Female,800000,Salaried,East Jason,14
1455,35,Male,500000,Salaried,Chelseaburgh,5
1456,26,Male,1200000,Self-Employed,Jenniferhaven,16
1457,64,Male,800000,Retired,Stevenborough,4
1458,47,Male,1200000,Student,Lake Michele,3
1459,42,Male,500000,Self-Employed,Port Rebecca,3
1460,60,Female,350000,Self-Employed,Port Barbarabury,17
1461,28,Female,800000,Salaried,Jonathanmouth,5
1462,57,Male,200000,Self-Employed,Port Matthewton,13
1463,58,Male,350000,Salaried,Flowersville,9
1464,22,Female,800000,Salaried,Jeremyview,19
1465,50,Female,1200000,Retired,East Yvette,12
1466,32,Male,1200000,Student,Port Alyssastad,13
1467,28,Female,350000,Student,Parkerstad,9
1468,59,Male,1800000,Self-Employed,North Madison,15
1469,54,Female,200000,Retired,Schneiderborough,12
1470,21,Female,500000,Self-Employed,Kellychester,8
1471,57,Female,500000,Self-Employed,Collierville,1
1472,62,Male,350000,Retired,Petersonside,15
1473,37,Female,200000,Student,Lake Jill,3
1474,36,Male,350000,Self-Employed,North Tami,15
1475,37,Male,350000,Retired,Garyville,13
1476,37,Male,800000,Self-Employed,Port Jonathan,16
1477,34,Female,1200000,Self-Employed,Port Shannonside,3
1478,34,Male,350000,Retired,Jacksonstad,15
1479,47,Male,800000,Student,North Christophermouth,3
1480,26,Male,800000,Self-Employed,East Ashley,17
1481,43,Female,500000,Student,Brittanyberg,15
1482,25,Male,350000,Salaried,East Andrew,6
1483,26,Female,800000,Retired,Michaelmouth,18
1484,38,Male,350000,Student,Marshville,14
1485,34,Male,200000,Self-Employed,Whitemouth,12
1486,35,Male,500000,Student,North Erik,11
1487,64,Female,800000,Salaried,Lake Gary,3
1488,39,Male,350000,Salaried,Port Patrickstad,3
1489,52,Female,1200000,Retired,East Amanda,12
1490,60,Female,350000,Self-Employed,East Carolynhaven,17
1491,27,Female,350000,Retired,Lake Kimberly,1
1492,55,Female,350000,Student,New Christina,13
1493,26,Female,800000,Salaried,New Shannon,14
1494,57,Female,200000,Self-Employed,North Briannaton,15
1495,24,Male,500000,Retired,South Tracy,16
1496,48,Male,1200000,Salaried,Martinezland,4
1497,46,Female,350000,Salaried,West Anna,13
1498,22,Female,500000,Student,Jacobberg,8
1499,44,Male,1800000,Salaried,New Melissa,9
1500,59,Female,350000,Self-Employed,Michaelland,8
1501,27,Female,1200000,Self-Employed,South Jillstad,19
1502,59,Male,500000,Salaried,Baileyberg,16
1503,55,Female,200000,Retired,Novakview,6
1504,38,Male,200000,Retired,East Gregory,7
1505,54,Male,800000,Retired,Port Jennifer,13
1506,43,Male,800000,Salaried,New Christopher,6
1507,64,Male,350000,Student,Brendaborough,6
1508,52,Male,500000,Self-Employed,Luceroport,15
1509,60,Female,500000,Student,Bobchester,9
1510,57,Female,1200000,Student,Millerchester,6
1511,23,Male,800000,Salaried,Jameston,11
1512,37,Male,800000,Retired,Dawntown,4
1513,37,Female,800000,Self-Employed,Paulmouth,5
1514,52,Male,800000,Student,Villarrealshire,6
1515,55,Male,1200000,Retired,Youngview,16
1516,31,Male,500000,Student,Kaylafurt,10
1517,23,Female,1800000,Self-Employed,East Dawn,12
1518,43,Male,500000,Salaried,Phillipmouth,18
1519,61,Male,350000,Self-Employed,Lisaland,10
1520,39,Female,1200000,Salaried,Greenville,5
1521,43,Female,500000,Salaried,Kinghaven,2
1522,45,Female,800000,Retired,Bryantland,10
1523,50,Female,200000,Retired,Tranfort,9
1524,45,Female,800000,Salaried,East David,16
1525,54,Female,200000,Self-Employed,Matthewberg,11
1526,31,Female,800000,Retired,Daviston,13
1527,27,Female,200000,Self-Employed,New Julieside,2
1528,32,Female,200000,Salaried,South Markland,18
1529,31,Female,500000,Retired,Cervantesview,19
1530,38,Female,1200000,Student,Waltermouth,16
1531,26,Male,800000,Student,Port Michelleport,11
1532,62,Male,500000,Self-Employed,Geraldfort,13
1533,24,Male,1800000,Salaried,Thompsonmouth,2
1534,46,Female,350000,Retired,East Kimberly,15
1535,28,Male,1200000,Salaried,Lake Robert,15
1536,60,Female,200000,Retired,Moonchester,13
1537,63,Female,800000,Self-Employed,Scotttown,17
1538,56,Female,800000,Student,Joyfurt,5
1539,46,Male,200000,Retired,Lake Katelyn,15
1540,32,Male,350000,Self-Employed,East Nicoleton,16
1541,34,Male,800000,Retired,North Julian,13
1542,57,Male,800000,Self-Employed,Travisview,15
1543,56,Male,800000,Self-Employed,New Karentown,19
1544,33,Male,500000,Salaried,Kimberlyfurt,5
1545,47,Female,1200000,Salaried,North Brianna,6
1546,56,Female,500000,Self-Employed,East Samanthamouth,16
1547,38,Male,200000,Student,New Aprilhaven,4
1548,50,Female,350000,Salaried,Monroeside,2
1549,33,Male,350000,Retired,Lake Teresa,4
1550,42,Female,350000,Student,Heathermouth,15
1551,56,Female,200000,Retired,Burnettton,19
1552,39,Male,500000,Retired,East Andrewview,15
1553,35,Male,800000,Retired,West David,9
1554,52,Male,800000,Self-Employed,New Craigview,18
1555,25,Male,350000,Salaried,Susanmouth,11
1556,57,Male,200000,Student,Blairville,4
1557,49,Female,1800000,Retired,New Kelly,13
1558,62,Female,500000,Retired,Amberville,7
1559,24,Female,1800000,Retired,Port Sherri,3
1560,41,Male,1200000,Self-Employed,Michaelborough,19
1561,51,Female,500000,Retired,Clarkville,2
1562,30,Male,500000,Retired,East Randall,17
1563,52,Male,1200000,Retired,East Victoriaville,14
1564,59,Female,1200000,Self-Employed,Jamiemouth,11
1565,44,Male,800000,Retired,Prattview,4
1566,27,Female,200000,Student,Brownview,18
1567,32,Male,200000,Student,East Clintonfort,1
1568,31,Female,1800000,Student,North Davidbury,1
1569,48,Female,800000,Retired,New Deniseview,7
1570,22,Male,500000,Self-Employed,Port Ryanport,4
1571,64,Male,200000,Student,Michaelborough,11
1572,60,Female,200000,Student,North Austinfurt,11
1573,23,Female,350000,Retired,Robertburgh,10
1574,47,Male,500000,Self-Employed,Thomasport,2
1575,36,Female,200000,Self-Employed,Allenburgh,6
1576,48,Female,800000,Retired,Danashire,10
1577,62,Female,350000,Salaried,New Nicholasville,13
1578,61,Male,800000,Salaried,Sawyerberg,15
1579,57,Female,800000,Retired,North Vincentstad,13
1580,42,Male,200000,Salaried,Boydview,18
1581,63,Male,200000,Self-Employed,West Jason,16
1582,54,Male,350000,Salaried,Ortizshire,2
1583,32,Male,350000,Salaried,Greenberg,12
1584,46,Female,200000,Salaried,New Stephen,2
1585,40,Female,500000,Self-Employed,Markton,2
1586,21,Female,800000,Student,Christopherside,4
1587,44,Female,500000,Retired,East Rebeccaville,2
1588,51,Male,800000,Salaried,East Matthew,2
1589,49,Male,800000,Student,Crawfordstad,5
1590,48,Female,350000,Retired,Justinton,7
1591,44,Male,350000,Retired,Lake Tylerfurt,14
1592,34,Female,800000,Student,South Amandaberg,14
1593,54,Male,1200000,Student,East Victor,12
1594,42,Male,200000,Student,South Tylerview,4
1595,56,Male,800000,Retired,New Ashley,16
1596,56,Male,500000,Self-Employed,South Miguel,1
1597,56,Male,500000,Self-Employed,West Kent,6
1598,23,Male,350000,Self-Employed,Geraldshire,13
1599,36,Female,350000,Retired,South Lauren,4
1600,41,Male,500000,Salaried,East David,14
1601,59,Female,200000,Self-Employed,West Stephenhaven,6
1602,32,Male,350000,Salaried,Lake Josephburgh,13
1603,43,Male,500000,Student,New Molly,7
1604,52,Female,800000,Student,Frederickshire,17
1605,61,Female,500000,Retired,Sparksside,12
1606,54,Female,350000,Retired,Lake Amy,8
1607,34,Female,200000,Self-Employed,South Angelaport,1
1608,51,Female,350000,Student,Rangelland,19
1609,43,Female,800000,Salaried,Thomasshire,13
1610,40,Male,500000,Student,Crawfordtown,9
1611,49,Female,200000,Student,South Michael,2
1612,25,Male,350000,Retired,North Nathanshire,8
1613,21,Male,350000,Student,Wilsonhaven,11
1614,59,Female,1800000,Student,Phillipsville,11
1615,49,Female,200000,Student,Port Shawnchester,16
1616,55,Female,1200000,Self-Employed,Williamport,3
1617,21,Male,350000,Self-Employed,South Deannaburgh,15
1618,21,Male,500000,Retired,Contrerasport,6
1619,28,Female,350000,Self-Employed,Port Emily,19
1620,53,Male,500000,Retired,Port Gail,3
1621,25,Female,500000,Student,Lake Tinaside,12
1622,40,Female,800000,Retired,New Joseph,9
1623,59,Female,1200000,Salaried,Robertport,19
1624,58,Male,200000,Student,Masonberg,11
1625,33,Male,800000,Retired,Waretown,15
1626,42,Female,350000,Student,Rowemouth,8
1627,28,Male,1800000,Self-Employed,Margaretside,16
1628,46,Female,350000,Salaried,North Jesus,13
1629,48,Female,800000,Self-Employed,North Kimberlyberg,19
1630,59,Female,1800000,Self-Employed,Garciaside,15
1631,51,Female,200000,Salaried,Port Amandaberg,11
1632,46,Male,350000,Student,Hallfort,11
1633,58,Male,500000,Student,West Jessica,19
1634,26,Female,350000,Student,Lake Cynthiaview,6
1635,62,Female,350000,Student,New Bailey,3
1636,60,Female,500000,Retired,Boothton,15
1637,27,Male,500000,Retired,Collierfurt,4
1638,45,Male,800000,Salaried,Fryehaven,6
1639,32,Female,350000,Self-Employed,South Kevinport,5
1640,44,Male,1200000,Retired,Davidsonfurt,13
1641,45,Female,800000,Retired,South Kelseystad,4
1642,31,Male,1200000,Self-Employed,Reyeston,7
1643,31,Male,350000,Self-Employed,Mcintyretown,9
1644,43,Female,800000,Retired,Mariaview,18
1645,48,Female,500000,Self-Employed,South Jamesborough,19
1646,53,Female,500000,Self-Employed,Kevinchester,14
1647,55,Male,800000,Retired,South Erinside,17
1648,23,Female,500000,Self-Employed,Meyerton,13
1649,35,Female,500000,Salaried,Sabrinachester,19
1650,58,Male,350000,Retired,Tranport,15
1651,58,Female,500000,Self-Employed,Pamelahaven,10
1652,27,Male,500000,Self-Employed,New Jill,18
1653,61,Female,350000,Salaried,New Denise,7
1654,58,Male,1200000,Retired,Natashatown,1
1655,21,Female,350000,Retired,Port Carrie,2
1656,24,Female,800000,Retired,North Lisatown,11
1657,46,Female,350000,Salaried,Lake Cristianstad,7
1658,50,Male,350000,Self-Employed,Lake Dustin,3
1659,28,Female,350000,Salaried,Port Scottbury,19
1660,56,Female,500000,Self-Employed,West Sarahview,11
1661,47,Male,500000,Salaried,Ambertown,18
1662,48,Male,350000,Self-Employed,West Brian,16
1663,55,Female,350000,Student,Port Erika,4
1664,57,Male,200000,Salaried,North Jenniferport,16
1665,46,Female,500000,Student,Lake Jon,9
1666,24,Male,350000,Salaried,West Ashleyhaven,11
1667,22,Male,500000,Student,Davidland,4
1668,38,Female,350000,Retired,Caseyside,7
1669,21,Female,350000,Retired,New Jessica,13
1670,26,Male,800000,Student,Amyburgh,8
1671,44,Female,500000,Student,New Taraside,5
1672,38,Male,500000,Self-Employed,Johnsonville,5
1673,50,Female,800000,Salaried,East Ashleyhaven,1
1674,30,Male,800000,Self-Employed,Freybury,7
1675,29,Male,1200000,Self-Employed,West Christopher,12
1676,49,Male,350000,Self-Employed,Parkton,15
1677,22,Male,500000,Student,Lake Mike,12
1678,38,Male,500000,Retired,Ericafurt,11
1679,38,Female,350000,Salaried,Terrellmouth,5
1680,53,Male,800000,Salaried,Catherinemouth,11
1681,24,Male,350000,Salaried,Angelaborough,4
1682,54,Male,800000,Retired,Joefurt,2
1683,64,Female,1200000,Retired,Donnaburgh,10
1684,45,Male,500000,Student,East Melissa,16
1685,51,Female,500000,Self-Employed,Lake Samuelstad,19
1686,29,Male,200000,Salaried,Mooreside,5
1687,43,Female,800000,Retired,Christinaside,10
1688,59,Male,350000,Student,New Kelli,7
1689,49,Male,200000,Retired,Annafort,3
1690,39,Male,800000,Salaried,West Briannaview,15
1691,55,Female,200000,Salaried,Grahamstad,15
1692,58,Male,500000,Retired,West Josephbury,19
1693,23,Male,350000,Self-Employed,Port Kristinberg,15
1694,24,Female,200000,Self-Employed,Rebeccamouth,3
1695,28,Female,500000,Retired,South Christopherstad,13
1696,23,Female,1200000,Self-Employed,South Robin,14
1697,33,Male,200000,Retired,Smithland,7
1698,35,Male,800000,Retired,Port Jacqueline,2
1699,61,Female,1200000,Self-Employed,Port Jeffreytown,17
1700,57,Male,500000,Salaried,Kennethport,10
1701,63,Male,500000,Salaried,South Gregory,8
1702,45,Female,1200000,Self-Employed,Cruzshire,17
1703,46,Male,800000,Salaried,Davidborough,14
1704,61,Male,350000,Student,Dennistown,11
1705,26,Male,800000,Retired,East Brandibury,11
1706,45,Female,200000,Student,Port Laurenshire,13
1707,63,Female,500000,Salaried,Melaniebury,18
1708,48,Male,500000,Self-Employed,Port Patriciaberg,15
1709,29,Male,500000,Student,Ryanview,1
1710,24,Female,350000,Student,South Davidfurt,2
1711,23,Female,1800000,Salaried,South Richardshire,6
1712,36,Male,1800000,Salaried,Melissaburgh,7
1713,50,Male,500000,Self-Employed,Leebury,5
1714,45,Male,200000,Student,South Kenneth,18
1715,38,Female,800000,Retired,New Melanie,13
1716,32,Female,200000,Salaried,Joneston,18
1717,31,Female,800000,Student,New Dorothyville,7
1718,46,Male,1200000,Salaried,Hartmanborough,13
1719,64,Female,500000,Retired,South Karen,1
1720,63,Female,1800000,Student,Davistown,19
1721,38,Female,800000,Retired,Monicachester,1
1722,39,Female,500000,Self-Employed,Millerbury,17
1723,57,Male,800000,Self-Employed,Anthonyburgh,2
1724,55,Male,500000,Self-Employed,Roberttown,6
1725,33,Male,500000,Retired,North Saraton,16
1726,48,Female,800000,Retired,Beckerton,13
1727,28,Male,350000,Retired,East Tylertown,8
1728,41,Female,1800000,Salaried,Lake Lawrenceport,1
1729,26,Male,350000,Retired,Juanbury,11
1730,63,Female,500000,Salaried,South Mathew,13
1731,63,Female,350000,Retired,Patriciaberg,15
1732,53,Male,800000,Salaried,Parkerport,7
